#abgabe.csv
#Veronika
#Zapodobnikova
#01328458
group,number,duration,numberOfKeys,keyGroup,averageDurationLookupTrie,averageDurationLookupTree,averageDurationLookupList
Insert and Lookup,1852,701880125,8100,ordered,88,33842,9628
Insert and Lookup,1853,570928675,8110,ordered,119,19027,9479
Insert and Lookup,1854,672413641,8120,ordered,64,32220,9773
Insert and Lookup,1855,755203576,8130,ordered,110,38461,10990
Insert and Lookup,1856,726056184,8140,ordered,109,34536,9956
Insert and Lookup,1857,668546555,8150,ordered,88,31844,9099
Insert and Lookup,1858,675905925,8160,ordered,106,31899,9099
Insert and Lookup,1859,830189707,8170,ordered,113,39359,10973
Insert and Lookup,1860,672664801,8180,ordered,108,31014,9745
Insert and Lookup,1861,702213296,8190,ordered,105,34344,9460
Insert and Lookup,1862,687392288,8200,ordered,74,33429,9412
Insert and Lookup,1863,679424077,8210,ordered,88,31870,9092
Insert and Lookup,1864,694896290,8220,ordered,78,32845,9965
Insert and Lookup,1865,687916014,8230,ordered,85,32536,9305
Insert and Lookup,1866,864635962,8240,ordered,127,39643,11303
Insert and Lookup,1867,709776082,8250,ordered,92,33187,9540
Insert and Lookup,1868,587933307,8260,ordered,98,21184,9103
Insert and Lookup,1869,689352352,8270,ordered,94,32359,9307
Insert and Lookup,1870,699323327,8280,ordered,93,33631,9357
Insert and Lookup,1871,698738242,8290,ordered,85,32609,9387
Insert and Lookup,1872,690475813,8300,ordered,85,32226,9180
Insert and Lookup,1873,721767874,8310,ordered,105,33343,9417
Insert and Lookup,1874,713933980,8320,ordered,107,32930,9351
Insert and Lookup,1875,688010004,8330,ordered,94,32153,9209
Insert and Lookup,1876,702137138,8340,ordered,76,32393,9354
Insert and Lookup,1877,707307624,8350,ordered,94,32606,9266
Insert and Lookup,1878,705982690,8360,ordered,71,33121,9519
Insert and Lookup,1879,734273968,8370,ordered,110,35059,9772
Insert and Lookup,1880,804740558,8380,ordered,123,37537,10444
Insert and Lookup,1881,730924636,8390,ordered,107,33607,9703
Insert and Lookup,1882,866711006,8400,ordered,116,47023,12097
Insert and Lookup,1883,697283312,8410,ordered,83,22029,9924
Insert and Lookup,1884,823708981,8420,ordered,88,41128,11331
Insert and Lookup,1885,840394128,8430,ordered,102,38537,10710
Insert and Lookup,1886,894259900,8440,ordered,109,46041,12397
Insert and Lookup,1887,867412389,8450,ordered,95,39475,11132
Insert and Lookup,1888,749708441,8460,ordered,88,34356,9840
Insert and Lookup,1889,750352357,8470,ordered,86,34734,9790
Insert and Lookup,1890,714744143,8480,ordered,108,30424,10122
Insert and Lookup,1891,742960769,8490,ordered,79,34151,9704
Insert and Lookup,1892,733950106,8500,ordered,94,33660,9657
Insert and Lookup,1893,763352955,8510,ordered,83,36255,10181
Insert and Lookup,1894,733176088,8520,ordered,98,33578,9648
Insert and Lookup,1895,971246513,8530,ordered,119,50234,13347
Insert and Lookup,1896,820320398,8540,ordered,108,36482,10493
Insert and Lookup,1897,959333250,8550,ordered,103,48423,12324
Insert and Lookup,1898,705714433,8560,ordered,133,22090,11045
Insert and Lookup,1899,813693782,8570,ordered,114,38206,10848
Insert and Lookup,1900,828242014,8580,ordered,107,38453,10876
Insert and Lookup,1901,826962898,8590,ordered,113,38400,10942
Insert and Lookup,1902,816171942,8600,ordered,114,37828,10809
Insert and Lookup,1903,864135727,8610,ordered,121,38458,11286
Insert and Lookup,1904,823750387,8620,ordered,111,37920,10901
Insert and Lookup,1905,688651465,8630,ordered,136,22691,10672
Insert and Lookup,1906,1014964222,8640,ordered,129,47972,12565
Insert and Lookup,1907,815348263,8650,ordered,106,36431,10366
Insert and Lookup,1908,804428778,8660,ordered,96,37909,10705
Insert and Lookup,1909,883573585,8670,ordered,128,40125,11454
Insert and Lookup,1910,865631906,8680,ordered,120,40833,11365
Insert and Lookup,1911,834635419,8690,ordered,107,37977,10835
Insert and Lookup,1912,736688180,8700,ordered,127,26067,11106
Insert and Lookup,1913,825665202,8710,ordered,114,37422,10727
Insert and Lookup,1914,893945211,8720,ordered,116,43262,11908
Insert and Lookup,1915,926122979,8730,ordered,122,40675,11580
Insert and Lookup,1916,818080989,8740,ordered,93,35709,10213
Insert and Lookup,1917,780650644,8750,ordered,98,34455,9993
Insert and Lookup,1918,793794201,8760,ordered,87,35606,10160
Insert and Lookup,1919,732632352,8770,ordered,95,28296,9962
Insert and Lookup,1920,799614041,8780,ordered,86,35596,10741
Insert and Lookup,1921,786730345,8790,ordered,83,34242,9838
Insert and Lookup,1922,804929512,8800,ordered,94,36991,10103
Insert and Lookup,1923,772159705,8810,ordered,73,34164,9803
Insert and Lookup,1924,844342971,8820,ordered,110,39607,11429
Insert and Lookup,1925,881755595,8830,ordered,94,36953,10564
Insert and Lookup,1926,798355524,8840,ordered,126,32721,11480
Insert and Lookup,1927,883128000,8850,ordered,102,36645,10837
Insert and Lookup,1928,799178390,8860,ordered,85,34963,10057
Insert and Lookup,1929,803657189,8870,ordered,107,35217,10318
Insert and Lookup,1930,915144516,8880,ordered,101,40305,11876
Insert and Lookup,1931,841489346,8890,ordered,101,36901,10760
Insert and Lookup,1932,911349501,8900,ordered,104,39596,11423
Insert and Lookup,1933,859805432,8910,ordered,119,35490,11858
Insert and Lookup,1934,1032866407,8920,ordered,102,50663,13597
Insert and Lookup,1935,942442372,8930,ordered,107,40636,11791
Insert and Lookup,1936,822406489,8940,ordered,98,35592,10319
Insert and Lookup,1937,821814283,8950,ordered,89,35665,10313
Insert and Lookup,1938,827998072,8960,ordered,96,36392,10474
Insert and Lookup,1939,823791108,8970,ordered,80,35904,10366
Insert and Lookup,1940,779829941,8980,ordered,115,29447,10821
Insert and Lookup,1941,818477822,8990,ordered,102,35017,10305
Insert and Lookup,1942,818077476,9000,ordered,81,35237,10204
Insert and Lookup,1943,818527841,9010,ordered,88,35908,10303
Insert and Lookup,1944,829541395,9020,ordered,96,36516,10401
Insert and Lookup,1945,805429847,9030,ordered,82,34822,10007
Insert and Lookup,1946,849874587,9040,ordered,99,37330,11096
Insert and Lookup,1947,761112033,9050,ordered,105,28075,10810
Insert and Lookup,1948,852831469,9060,ordered,95,36545,10747
Insert and Lookup,1949,833428617,9070,ordered,86,36968,10287
Insert and Lookup,1950,999839213,9080,ordered,120,45392,13037
Insert and Lookup,1951,915742021,9090,ordered,62,37138,10640
Insert and Lookup,1952,933820924,9100,ordered,91,43079,11955
Insert and Lookup,1953,879862557,9110,ordered,111,37670,10878
Insert and Lookup,1954,747382120,9120,ordered,116,25768,10613
Insert and Lookup,1955,849354078,9130,ordered,92,37159,10822
Insert and Lookup,1956,882612648,9140,ordered,93,37101,10717
Insert and Lookup,1957,905544466,9150,ordered,73,38303,10785
Insert and Lookup,1958,1029724958,9160,ordered,104,41511,12031
Insert and Lookup,1959,860846647,9170,ordered,90,36125,10569
Insert and Lookup,1960,1126288224,9180,ordered,118,57504,14293
Insert and Lookup,1961,883818819,9190,ordered,123,25027,12065
Insert and Lookup,1962,908032775,9200,ordered,84,36968,10727
Insert and Lookup,1963,980424702,9210,ordered,114,43092,12476
Insert and Lookup,1964,952833307,9220,ordered,108,39271,11373
Insert and Lookup,1965,936523233,9230,ordered,111,39096,11256
Insert and Lookup,1966,989466874,9240,ordered,101,45350,12129
Insert and Lookup,1967,1097486959,9250,ordered,125,45460,12949
Insert and Lookup,1968,766548490,9260,ordered,117,21252,10632
Insert and Lookup,1969,1014054115,9270,ordered,111,46337,12819
Insert and Lookup,1970,1144812034,9280,ordered,112,52500,13874
Insert and Lookup,1971,958150128,9290,ordered,111,40843,11640
Insert and Lookup,1972,971566940,9300,ordered,107,41704,11957
Insert and Lookup,1973,944663731,9310,ordered,86,38862,11716
Insert and Lookup,1974,962472791,9320,ordered,127,37949,12993
Insert and Lookup,1975,1116218858,9330,ordered,103,50205,13210
Insert and Lookup,1976,932726001,9340,ordered,94,38940,11449
Insert and Lookup,1977,1066424718,9350,ordered,99,45948,12965
Insert and Lookup,1978,1064263006,9360,ordered,123,47449,13099
Insert and Lookup,1979,971710121,9370,ordered,107,41793,11896
Insert and Lookup,1980,997987172,9380,ordered,108,43340,12047
Insert and Lookup,1981,852951209,9390,ordered,125,26125,11663
Insert and Lookup,1982,1013165098,9400,ordered,95,43503,12148
Insert and Lookup,1983,1002212453,9410,ordered,115,42456,12167
Insert and Lookup,1984,980973713,9420,ordered,108,41039,11746
Insert and Lookup,1985,981674827,9430,ordered,110,42192,11836
Insert and Lookup,1986,973824012,9440,ordered,115,41221,11719
Insert and Lookup,1987,983845352,9450,ordered,95,41211,11921
Insert and Lookup,1988,770610316,9460,ordered,115,23384,11752
Insert and Lookup,1989,1004621774,9470,ordered,101,42173,11905
Insert and Lookup,1990,1006158262,9480,ordered,108,42230,11975
Insert and Lookup,1991,978737912,9490,ordered,106,41070,11811
Insert and Lookup,1992,983317294,9500,ordered,96,41000,11837
Insert and Lookup,1993,1040895695,9510,ordered,109,42811,12409
Insert and Lookup,1994,898794171,9520,ordered,122,30029,12170
Insert and Lookup,1995,971797321,9530,ordered,87,41332,11525
Insert and Lookup,1996,1168708007,9540,ordered,116,53536,14005
Insert and Lookup,1997,1249015620,9550,ordered,116,55813,14503
Insert and Lookup,1998,1101996350,9560,ordered,111,45475,12956
Insert and Lookup,1999,1027884259,9570,ordered,106,43014,12259
Insert and Lookup,2000,1016392499,9580,ordered,104,42694,12437
Insert and Lookup,2001,850605311,9590,ordered,117,23436,12003
Insert and Lookup,2002,1036376522,9600,ordered,112,42656,12288
Insert and Lookup,2003,1029615863,9610,ordered,111,42352,12172
Insert and Lookup,2004,977747769,9620,ordered,96,40362,11693
Insert and Lookup,2005,978200223,9630,ordered,94,39750,12003
Insert and Lookup,2006,1058234631,9640,ordered,114,43901,12890
Insert and Lookup,2007,902624379,9650,ordered,118,27690,11902
Insert and Lookup,2008,969610113,9660,ordered,97,39239,11508
Insert and Lookup,2009,975960160,9670,ordered,95,39785,11606
Insert and Lookup,2010,1003899636,9680,ordered,93,39807,11711
Insert and Lookup,2011,990722725,9690,ordered,108,40378,12123
Insert and Lookup,2012,984909188,9700,ordered,101,40238,11562
Insert and Lookup,2013,1006191183,9710,ordered,94,39970,11829
Insert and Lookup,2014,992027891,9720,ordered,102,40149,11658
Insert and Lookup,2015,994131739,9730,ordered,112,40042,11693
Insert and Lookup,2016,1042901216,9740,ordered,110,43341,12785
Insert and Lookup,2017,1010522316,9750,ordered,100,40915,11707
Insert and Lookup,2018,1010261100,9760,ordered,106,40675,11954
Insert and Lookup,2019,1001964700,9770,ordered,106,40446,11705
Insert and Lookup,2020,847479902,9780,ordered,121,23823,11623
Insert and Lookup,2021,1006556026,9790,ordered,98,40290,12136
Insert and Lookup,2022,1009981953,9800,ordered,104,40596,11851
Insert and Lookup,2023,1028830064,9810,ordered,100,41680,11932
Insert and Lookup,2024,1003512169,9820,ordered,96,40104,11713
Insert and Lookup,2025,1030001410,9830,ordered,102,41191,11896
Insert and Lookup,2026,905863078,9840,ordered,122,29230,11716
Insert and Lookup,2027,1012683495,9850,ordered,99,40927,12084
Insert and Lookup,2028,1015809397,9860,ordered,99,40642,11726
Insert and Lookup,2029,1026911435,9870,ordered,102,40705,11796
Insert and Lookup,2030,1017379820,9880,ordered,103,40865,11964
Insert and Lookup,2031,1067431184,9890,ordered,112,43738,12840
Insert and Lookup,2032,1008311066,9900,ordered,107,37589,12173
Insert and Lookup,2033,1035402805,9910,ordered,96,41149,12052
Insert and Lookup,2034,1042711550,9920,ordered,103,41227,12088
Insert and Lookup,2035,1057693881,9930,ordered,94,42200,12577
Insert and Lookup,2036,1064171548,9940,ordered,105,41629,12271
Insert and Lookup,2037,1035999294,9950,ordered,92,41477,12059
Insert and Lookup,2038,1049411498,9960,ordered,95,41117,12075
Insert and Lookup,2039,863155381,9970,ordered,126,22729,11775
Insert and Lookup,2040,1112091997,9980,ordered,120,45825,13604
Insert and Lookup,2041,1103403690,9990,ordered,103,42502,12641
Insert and Lookup,2042,1049621558,10000,ordered,103,41271,12055
